species,nombre_normalizado,habito_raw,forma,estatus,es_sinonimo,aceptado,forma_inconsistente
Cerastium arvense,cerastium arvense,Hierba,herbacea,introducida,False,Cerastium arvense,False
Cerastium fontanum,cerastium fontanum,Hierba,herbacea,introducida,False,Cerastium fontanum,False
Cerastium glomeratum,cerastium glomeratum,Hierba,herbacea,introducida,False,Cerastium glomeratum,False
Arenaria serpyllifolia,arenaria serpyllifolia,Hierba,herbacea,introducida,False,Arenaria serpyllifolia,False
Augustea coquimbensis,augustea coquimbensis,Arbusto,lenosa,endemica,False,Augustea coquimbensis,False
Cardionema andinum,cardionema andinum,Hierba,herbacea,endemica,False,Cardionema andinum,False
Cardionema kurtzii,cardionema kurtzii,Hierba,herbacea,nativa,False,Cardionema kurtzii,False
Cardionema ramosissima,cardionema ramosissima,Hierba,herbacea,nativa,False,Cardionema ramosissima,False
Cerastium mucronatum,cerastium mucronatum,Hierba,herbacea,nativa,False,Cerastium mucronatum,False
Colobanthus lycopodioides,colobanthus lycopodioides,Subarbusto,lenosa,nativa,False,Colobanthus lycopodioides,False
Colobanthus quitensis,colobanthus quitensis,Hierba,herbacea,nativa,False,Colobanthus quitensis,False
Colobanthus subulatus,colobanthus subulatus,Hierba,herbacea,nativa,False,Colobanthus subulatus,False
Corrigiola crassifolia,corrigiola crassifolia,Hierba,herbacea,endemica,False,Corrigiola crassifolia,False
Corrigiola propinqua,corrigiola propinqua,Hierba,herbacea,endemica,False,Corrigiola propinqua,False
Drymaria engleriana,drymaria engleriana,Hierba,herbacea,nativa,False,Drymaria engleriana,False
Drymaria paposana,drymaria paposana,Hierba,herbacea,nativa,False,Drymaria paposana,False
Herniaria cinerea,herniaria cinerea,Hierba,herbacea,introducida,False,Herniaria cinerea,False
Corrigiola squamosa,corrigiola squamosa,Hierba,herbacea,endemica,False,Corrigiola squamosa,False
Dianthus armeria,dianthus armeria,Hierba,herbacea,introducida,False,Dianthus armeria,False
Lychnis coronaria,lychnis coronaria,Hierba,herbacea,introducida,False,Lychnis coronaria,False
Microphyes litoralis,microphyes litoralis,Hierba,herbacea,nativa,False,Microphyes litoralis,False
Microphyes minima,microphyes minima,Hierba,herbacea,endemica,False,Microphyes minima,False
Microphyes robustus,microphyes robustus,Hierba,herbacea,endemica,False,Microphyes robustus,False
Drymaria cordata,drymaria cordata,Hierba,herbacea,nativa,False,Drymaria cordata,False
Paronychia chilensis,paronychia chilensis,Hierba,herbacea,nativa,False,Paronychia chilensis,False
Paronychia setigera,paronychia setigera,Hierba,herbacea,nativa,False,Paronychia setigera,False
Petrorhagia dubia,petrorhagia dubia,Hierba,herbacea,introducida,False,Petrorhagia dubia,False
Paronychia coquimbensis,paronychia coquimbensis,Hierba,herbacea,endemica,False,Paronychia coquimbensis,False
Paronychia franciscana,paronychia franciscana,Hierba,herbacea,introducida,False,Paronychia franciscana,False
Paronychia johnstonii,paronychia johnstonii,Hierba,herbacea,endemica,False,Paronychia johnstonii,False
Paronychia microphylla,paronychia microphylla,Subarbusto,lenosa,nativa,False,Paronychia microphylla,False
Petrorhagia prolifera,petrorhagia prolifera,Hierba,herbacea,introducida,False,Petrorhagia prolifera,False
Philippiella patagonica,philippiella patagonica,Subarbusto,lenosa,nativa,False,Philippiella patagonica,False
Polycarpon moreiranum,polycarpon moreiranum,Subarbusto,lenosa,endemica,False,Polycarpon moreiranum,False
Polycarpon tetraphyllum,polycarpon tetraphyllum,Hierba,herbacea,introducida,False,Polycarpon tetraphyllum,False
Pycnophyllopsis lanatum,pycnophyllopsis lanatum,Arbusto,lenosa,endemica,False,Pycnophyllopsis lanatum,False
Pycnophyllum bryoides,pycnophyllum bryoides,Hierba,herbacea,nativa,False,Pycnophyllum bryoides,False
Pycnophyllum glomeratum,pycnophyllum glomeratum,Hierba,herbacea,nativa,False,Pycnophyllum glomeratum,False
Pycnophyllum macropetalum,pycnophyllum macropetalum,Hierba,herbacea,nativa,False,Pycnophyllum macropetalum,False
Pycnophyllum molle,pycnophyllum molle,Hierba,herbacea,nativa,False,Pycnophyllum molle,False
Pycnophyllum spathulatum,pycnophyllum spathulatum,Hierba,herbacea,nativa,False,Pycnophyllum spathulatum,False
Reicheella andicola,reicheella andicola,Hierba,herbacea,endemica,False,Reicheella andicola,False
Sagina apetala,sagina apetala,Hierba,herbacea,endemica,False,Sagina apetala,False
Sagina chilensis,sagina chilensis,Hierba,herbacea,introducida,False,Sagina chilensis,False
Sagina procumbens,sagina procumbens,Hierba,herbacea,introducida,False,Sagina procumbens,False
Saponaria officinalis,saponaria officinalis,Hierba,herbacea,introducida,False,Saponaria officinalis,False
Scleranthus annuus,scleranthus annuus,Hierba,herbacea,introducida,False,Scleranthus annuus,False
Sabulina acutiflora,sabulina acutiflora,Hierba,herbacea,endemica,False,Sabulina acutiflora,False
Silene antarctica,silene antarctica,Hierba,herbacea,nativa,False,Silene antarctica,False
Silene armeria,silene armeria,Hierba,herbacea,introducida,False,Silene armeria,False
Silene chilensis,silene chilensis,Hierba,herbacea,nativa,False,Silene chilensis,False
Silene plutonica,silene plutonica,Hierba,herbacea,nativa,False,Silene plutonica,False
Silene vulgaris,silene vulgaris,Hierba,herbacea,introducida,False,Silene vulgaris,False
Silene chubutensis,silene chubutensis,Hierba,herbacea,nativa,False,Silene chubutensis,False
Silene gallica,silene gallica,Hierba,herbacea,introducida,False,Silene gallica,False
Silene magellanica,silene magellanica,Hierba,herbacea,nativa,False,Silene magellanica,False
Spergula arvensis,spergula arvensis,Hierba,herbacea,introducida,False,Spergula arvensis,False
Spergula bocconii,spergula bocconii,Hierba,herbacea,introducida,False,Spergula bocconii,False
Spergula cerviana,spergula cerviana,Hierba,herbacea,endemica,False,Spergula cerviana,False
Silene mandonii,silene mandonii,Hierba,herbacea,nativa,False,Silene mandonii,False
Silene patagonica,silene patagonica,Hierba,herbacea,nativa,False,Silene patagonica,False
Spergula pissisi,spergula pissisi,Hierba,herbacea,nativa,False,Spergula pissisi,False
Spergula platensis,spergula platensis,Hierba,herbacea,nativa,False,Spergula platensis,False
Spergula rubra,spergula rubra,Hierba,herbacea,introducida,False,Spergula rubra,False
Spergula villosa,spergula villosa,Hierba,herbacea,nativa,False,Spergula villosa,False
Spergularia aberrans,spergularia aberrans,Hierba,herbacea,endemica,False,Spergularia aberrans,False
Spergularia cremnophila,spergularia cremnophila,Hierba,herbacea,endemica,False,Spergularia cremnophila,False
Spergularia denticulata,spergularia denticulata,Hierba,herbacea,endemica,False,Spergularia denticulata,False
Spergularia dillenii,spergularia dillenii,Hierba,herbacea,introducida,False,Spergularia dillenii,False
Spergularia fasciculata,spergularia fasciculata,Hierba,herbacea,nativa,False,Spergularia fasciculata,False
Spergularia floribunda,spergularia floribunda,Hierba,herbacea,endemica,False,Spergularia floribunda,False
Spergularia arbuscula,spergularia arbuscula,Subarbusto,lenosa,endemica,False,Spergularia arbuscula,False
Spergularia marina,spergularia marina,Hierba,herbacea,introducida,False,Spergularia marina,False
Spergularia confertiflora,spergularia confertiflora,Hierba,herbacea,endemica,False,Spergularia confertiflora,False
Spergularia media,spergularia media,Hierba,herbacea,introducida,False,Spergularia media,False
Spergularia pycnantha,spergularia pycnantha,Hierba,herbacea,endemica,False,Spergularia pycnantha,False
Spergularia stenocarpa,spergularia stenocarpa,Hierba,herbacea,endemica,False,Spergularia stenocarpa,False
Stellaria pallida,stellaria pallida,Hierba,herbacea,introducida,False,Stellaria pallida,False
Stellaria parviflora,stellaria parviflora,Hierba,herbacea,nativa,False,Stellaria parviflora,False
Stellaria alsine,stellaria alsine,Hierba,herbacea,introducida,False,Stellaria alsine,False
Stellaria arvalis,stellaria arvalis,Hierba,herbacea,nativa,False,Stellaria arvalis,False
Stellaria chilensis,stellaria chilensis,Hierba,herbacea,introducida,False,Stellaria chilensis,False
Stellaria debilis,stellaria debilis,Hierba,herbacea,nativa,False,Stellaria debilis,False
Maytenus boaria,maytenus boaria,Árbol,lenosa,nativa,False,Maytenus boaria,False
Stellaria media,stellaria media,Hierba,herbacea,introducida,False,Stellaria media,False
Maytenus chubutensis,maytenus chubutensis,Arbusto o subarbusto,lenosa,nativa,False,Maytenus chubutensis,False
Atriplex chapinii,atriplex chapinii,Arbusto,lenosa,endemica,False,Atriplex chapinii,False
Maytenus disticha,maytenus disticha,Arbusto o subarbusto,lenosa,endemica,False,Maytenus disticha,False
Atriplex chizae,atriplex chizae,Arbusto,lenosa,endemica,False,Atriplex chizae,False
Maytenus magellanica,maytenus magellanica,Árbol,lenosa,nativa,False,Maytenus magellanica,False
Atriplex clivicola,atriplex clivicola,Arbusto,lenosa,endemica,False,Atriplex clivicola,False
Atriplex coquimbana,atriplex coquimbana,Arbusto,lenosa,endemica,False,Atriplex coquimbana,False
Ceratophyllum demersum,ceratophyllum demersum,Hierba acuática,herbacea,nativa,False,Ceratophyllum demersum,False
Atriplex atacamensis,atriplex atacamensis,Arbusto,lenosa,endemica,False,Atriplex atacamensis,False
Atriplex costellata,atriplex costellata,Arbusto,lenosa,endemica,False,Atriplex costellata,False
Atriplex deserticola,atriplex deserticola,Subarbusto,lenosa,nativa,False,Atriplex deserticola,False
Atriplex glaucescens,atriplex glaucescens,Arbusto,lenosa,endemica,False,Atriplex glaucescens,False
Atriplex hortensis,atriplex hortensis,Hierba,herbacea,introducida,False,Atriplex hortensis,False
Atriplex hystrix,atriplex hystrix,Arbusto,lenosa,endemica,False,Atriplex hystrix,False
Atriplex imbricata,atriplex imbricata,Arbusto o subarbusto,lenosa,endemica,False,Atriplex imbricata,False
Atriplex patula,atriplex patula,Hierba,herbacea,introducida,False,Atriplex patula,False
Atriplex peruviana,atriplex peruviana,Hierba,herbacea,nativa,False,Atriplex peruviana,False
Atriplex philippii,atriplex philippii,Hierba,herbacea,endemica,False,Atriplex philippii,False
Atriplex prostrata,atriplex prostrata,Hierba,herbacea,introducida,False,Atriplex prostrata,False
Atriplex leuca,atriplex leuca,Hierba,herbacea,endemica,False,Atriplex leuca,False
Atriplex madariagae,atriplex madariagae,Arbusto,lenosa,endemica,False,Atriplex madariagae,False
Atriplex myriophylla,atriplex myriophylla,Hierba,herbacea,nativa,False,Atriplex myriophylla,False
Atriplex nummularia,atriplex nummularia,Arbusto,lenosa,introducida,False,Atriplex nummularia,False
Atriplex repanda,atriplex repanda,Arbusto,lenosa,endemica,False,Atriplex repanda,False
Atriplex rosea,atriplex rosea,Hierba,herbacea,introducida,False,Atriplex rosea,False
Atriplex semibaccata,atriplex semibaccata,Hierba,herbacea,introducida,False,Atriplex semibaccata,False
Atriplex suberecta,atriplex suberecta,Hierba,herbacea,introducida,False,Atriplex suberecta,False
Atriplex taltalensis,atriplex taltalensis,Subarbusto,lenosa,endemica,False,Atriplex taltalensis,False
Atriplex tatarica,atriplex tatarica,Hierba,herbacea,introducida,False,Atriplex tatarica,False
Atriplex vallenarensis,atriplex vallenarensis,Arbusto,lenosa,endemica,False,Atriplex vallenarensis,False
Atriplex vulgatissima,atriplex vulgatissima,Arbusto,lenosa,nativa,False,Atriplex vulgatissima,False
Bassia hyssopifolia,bassia hyssopifolia,Hierba,herbacea,introducida,False,Bassia hyssopifolia,False
Beta vulgaris,beta vulgaris,Hierba,herbacea,introducida,False,Beta vulgaris,False
Chenopodium crusoeanum,chenopodium crusoeanum,Subarbusto,lenosa,endemica,False,Chenopodium crusoeanum,False
Chenopodium ficifolium,chenopodium ficifolium,Hierba,herbacea,introducida,False,Chenopodium ficifolium,False
Chenopodium frigidum,chenopodium frigidum,Hierba,herbacea,nativa,False,Chenopodium frigidum,False
Chenopodium glaucum,chenopodium glaucum,Hierba,herbacea,nativa,False,Chenopodium glaucum,False
Chenopodiastrum murale,chenopodiastrum murale,Hierba,herbacea,introducida,False,Chenopodiastrum murale,False
Chenopodium album,chenopodium album,Hierba,herbacea,introducida,False,Chenopodium album,False
Chenopodium antarcticum,chenopodium antarcticum,Hierba,herbacea,nativa,False,Chenopodium antarcticum,False
Chenopodium carnosulum,chenopodium carnosulum,Hierba,herbacea,introducida,False,Chenopodium carnosulum,False
Chenopodium mandonii,chenopodium mandonii,Hierba,herbacea,nativa,False,Chenopodium mandonii,False
Chenopodium nesodendron,chenopodium nesodendron,Arbusto,lenosa,endemica,False,Chenopodium nesodendron,False
Chenopodium papulosum,chenopodium papulosum,Hierba,herbacea,nativa,False,Chenopodium papulosum,False
Chenopodium petiolare,chenopodium petiolare,Hierba,herbacea,nativa,False,Chenopodium petiolare,False
Chenopodium philippianum,chenopodium philippianum,Hierba,herbacea,nativa,False,Chenopodium philippianum,False
Chenopodium quinoa,chenopodium quinoa,Hierba,herbacea,nativa,False,Chenopodium quinoa,False
Chenopodium sanctae-clarae,chenopodium sanctae-clarae,Arbusto,lenosa,endemica,False,Chenopodium sanctae-clarae,False
Dysphania chilensis,dysphania chilensis,Hierba,herbacea,nativa,False,Dysphania chilensis,False
Dysphania microcarpa,dysphania microcarpa,Hierba,herbacea,endemica,False,Dysphania microcarpa,False
Chenopodium sancti-ambrosii,chenopodium sancti-ambrosii,Arbusto,lenosa,introducida,False,Chenopodium sancti-ambrosii,False
Chenopodium trifurcatum,chenopodium trifurcatum,Hierba,herbacea,endemica,False,Chenopodium trifurcatum,False
Chenopodium vulvaria,chenopodium vulvaria,Hierba,herbacea,introducida,False,Chenopodium vulvaria,False
Dysphania ambrosioides,dysphania ambrosioides,Hierba,herbacea,nativa,False,Dysphania ambrosioides,False
Maireana brevifolia,maireana brevifolia,Arbusto,lenosa,introducida,False,Maireana brevifolia,False
Nitrophila atacamensis,nitrophila atacamensis,Hierba,herbacea,endemica,False,Nitrophila atacamensis,False
Oxybasis glauca,oxybasis glauca,Hierba,herbacea,introducida,False,Oxybasis glauca,False
Oxybasis macrosperma,oxybasis macrosperma,Hierba,herbacea,nativa,False,Oxybasis macrosperma,False
Oxybasis urbica,oxybasis urbica,Hierba,herbacea,introducida,False,Oxybasis urbica,False
Salsola kali,salsola kali,Hierba,herbacea,introducida,False,Salsola kali,False
Sarcocornia andina,sarcocornia andina,Arbusto,lenosa,nativa,False,Sarcocornia andina,False
Sarcocornia magellanica,sarcocornia magellanica,Arbusto,lenosa,nativa,False,Sarcocornia magellanica,False
Sarcocornia neei,sarcocornia neei,Arbusto,lenosa,nativa,False,Sarcocornia neei,False
Sarcocornia pulvinata,sarcocornia pulvinata,Hierba,herbacea,nativa,False,Sarcocornia pulvinata,False
Suaeda argentinensis,suaeda argentinensis,Arbusto,lenosa,nativa,False,Suaeda argentinensis,False
Suaeda foliosa,suaeda foliosa,Subarbusto,lenosa,nativa,False,Suaeda foliosa,False
Suaeda multiflora,suaeda multiflora,Arbusto,lenosa,endemica,False,Suaeda multiflora,False
Suaeda nesophila,suaeda nesophila,Arbusto,lenosa,endemica,False,Suaeda nesophila,False
Suaeda patagonica,suaeda patagonica,Hierba,herbacea,nativa,False,Suaeda patagonica,False
Cleome chilensis,cleome chilensis,Hierba,herbacea,nativa,False,Cleome chilensis,False
Desfontainia fulgens,desfontainia fulgens,Arbusto o árbol pequeño,lenosa,nativa,False,Desfontainia fulgens,False
Calystegia sepium,calystegia sepium,Arbusto trepador,lenosa,introducida,False,Calystegia sepium,False
Calystegia soldanella,calystegia soldanella,Hierba,herbacea,introducida,False,Calystegia soldanella,False
Calystegia tuguriorum,calystegia tuguriorum,Hierba trepadora,herbacea,nativa,False,Calystegia tuguriorum,False
Convolvulus arvensis,convolvulus arvensis,Hierba trepadora,herbacea,introducida,False,Convolvulus arvensis,False
Convolvulus bonariensis,convolvulus bonariensis,Hierba trepadora,herbacea,nativa,False,Convolvulus bonariensis,False
Convolvulus chilensis,convolvulus chilensis,Hierba trepadora,herbacea,endemica,False,Convolvulus chilensis,False
Convolvulus demissus,convolvulus demissus,Hierba,herbacea,nativa,False,Convolvulus demissus,False
Convolvulus hermanniae,convolvulus hermanniae,Hierba trepadora,herbacea,nativa,False,Convolvulus hermanniae,False
Convolvulus laciniatus,convolvulus laciniatus,Hierba,herbacea,nativa,False,Convolvulus laciniatus,False
Cressa truxillensis,cressa truxillensis,Hierba,herbacea,nativa,False,Cressa truxillensis,False
Cuscuta andina,cuscuta andina,Hierba parásita,herbacea,nativa,False,Cuscuta andina,False
Cuscuta campestris,cuscuta campestris,Hierba parásita,herbacea,introducida,False,Cuscuta campestris,False
Cuscuta chilensis,cuscuta chilensis,Hierba parásita,herbacea,nativa,False,Cuscuta chilensis,False
Cuscuta epithymum,cuscuta epithymum,Hierba parásita,herbacea,introducida,False,Cuscuta epithymum,False
Cuscuta micrantha,cuscuta micrantha,Hierba parásita,herbacea,endemica,False,Cuscuta micrantha,False
Cuscuta microstyla,cuscuta microstyla,Hierba parásita,herbacea,nativa,False,Cuscuta microstyla,False
Cuscuta odorata,cuscuta odorata,Hierba parásita,herbacea,nativa,False,Cuscuta odorata,False
Cuscuta pauciflora,cuscuta pauciflora,Hierba parásita,herbacea,nativa,False,Cuscuta pauciflora,False
Cuscuta purpurata,cuscuta purpurata,Hierba parásita,herbacea,endemica,False,Cuscuta purpurata,False
Cuscuta pusilla,cuscuta pusilla,Hierba parásita,herbacea,endemica,False,Cuscuta pusilla,False
Cuscuta rustica,cuscuta rustica,Hierba parásita,herbacea,endemica,False,Cuscuta rustica,False
Cuscuta suaveolens,cuscuta suaveolens,Hierba parásita,herbacea,nativa,False,Cuscuta suaveolens,False
Dichondra sericea,dichondra sericea,Hierba,herbacea,nativa,False,Dichondra sericea,False
Evolvulus sericeus,evolvulus sericeus,Hierba,herbacea,nativa,False,Evolvulus sericeus,False
